name,target,width,height,depth,extension,path,size,date
T12_43.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_43.png,974110,
T12_57.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_57.png,1446353,
T12_80.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_80.png,81865,
T12_94.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_94.png,146609,
T12_95.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_95.png,73992,
T12_81.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_81.png,1455850,
T12_56.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_56.png,1332257,
T12_42.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_42.png,1331158,
T12_8.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_8.png,878041,
T12_54.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_54.png,1337381,
T12_40.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_40.png,1336678,
T12_68.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_68.png,1401375,
T12_97.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_97.png,21199,
T12_83.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_83.png,81453,
T12_82.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_82.png,318208,
T12_96.png,apple,1349,632,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_96.png,50034,
T12_69.png,apple,1349,1251,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_69.png,1493430,
T12_41.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_41.png,724737,
T12_55.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_55.png,727695,
T12_9.png,apple,2776,1896,3,.png,VisualPhish/VisualPhish/trusted_list/apple/T12_9.png,5247207,
