name,target,width,height,depth,extension,path,size,date
shot.png,Outlook,1920,1080,3,.png,phishpedia/phish_sample_30k/Outlook+2020-09-13-18`08`29/shot.png,2230694,2020-09-13 18:08:29
shot.png,Google Inc.,1920,1080,3,.png,phishpedia/phish_sample_30k/Google Inc.+2020-06-07-12`34`23/shot.png,132814,2020-06-07 12:34:23
shot.png,PayPal Inc.,1920,1080,3,.png,phishpedia/phish_sample_30k/PayPal Inc.+2020-05-30-12`33`11/shot.png,16683,2020-05-30 12:33:11
shot.png,Amazon.com Inc.,1920,1080,3,.png,phishpedia/phish_sample_30k/Amazon.com Inc.+2020-06-28-16`54`01/shot.png,38040,2020-06-28 16:54:01
shot.png,"Facebook, Inc.",1920,1080,3,.png,"phishpedia/phish_sample_30k/Facebook, Inc.+2020-09-21-22`22`28/shot.png",37431,2020-09-21 22:22:28
shot.png,Outlook,1920,1080,3,.png,phishpedia/phish_sample_30k/Outlook+2020-09-14-10`54`26/shot.png,2230694,2020-09-14 10:54:26
shot.png,Credit Agricole S.A.,1920,1080,3,.png,phishpedia/phish_sample_30k/Credit Agricole S.A.+2020-09-05-10`48`03/shot.png,262121,2020-09-05 10:48:03
shot.png,Sparkasse Bank,1366,1000,3,.png,phishpedia/phish_sample_30k/Sparkasse Bank+2020-05-09-12`57`05/shot.png,616796,2020-05-09 12:57:05
shot.png,PayPal Inc.,1920,1080,3,.png,phishpedia/phish_sample_30k/PayPal Inc.+2020-06-09-14`02`26/shot.png,37366,2020-06-09 14:02:26
shot.png,Outlook,1920,1080,3,.png,phishpedia/phish_sample_30k/Outlook+2020-09-13-19`25`52/shot.png,2230694,2020-09-13 19:25:52
shot.png,Instagram,1920,1080,3,.png,phishpedia/phish_sample_30k/Instagram+2020-08-24-11`10`32/shot.png,286996,2020-08-24 11:10:32
shot.png,Microsoft OneDrive,1366,768,3,.png,phishpedia/phish_sample_30k/Microsoft OneDrive+2019-10-23-08`24`03/shot.png,809622,2019-10-23 08:24:03
shot.png,PayPal Inc.,1920,1080,3,.png,phishpedia/phish_sample_30k/PayPal Inc.+2020-07-05-15`01`32/shot.png,16675,2020-07-05 15:01:32
shot.png,Microsoft OneDrive,1920,1080,3,.png,phishpedia/phish_sample_30k/Microsoft OneDrive+2020-06-13-12`24`44/shot.png,287877,2020-06-13 12:24:44
