name,target,width,height,depth,extension,path,size,date
T12_9.png,apple,959,570,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_9.png,161463,
T12_20.png,apple,1008,882,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_20.png,104170,
T12_34.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_34.png,190731,
T12_35.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_35.png,147701,
T12_21.png,apple,1893,1012,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_21.png,1483937,
T12_37.png,apple,1891,1011,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_37.png,45444,
T12_23.png,apple,1251,855,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_23.png,1357443,
T12_22.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_22.png,216088,
T12_36.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_36.png,149561,
T12_32.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_32.png,472993,
T12_26.png,apple,1920,937,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_26.png,313981,
T12_27.png,apple,1908,1014,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_27.png,41803,
T12_33.png,apple,1251,855,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_33.png,601286,
T12_31.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_31.png,62640,
T12_30.png,apple,1879,1006,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_30.png,525285,
T12_24.png,apple,1280,960,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_24.png,151627,
T12_18.png,apple,984,742,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_18.png,51201,
T12_29.png,apple,1888,1009,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_29.png,967609,
T12_28.png,apple,1008,931,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_28.png,597998,
T12_14.png,apple,984,775,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_14.png,71099,
T12_16.png,apple,1328,1164,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_16.png,92689,
T12_17.png,apple,1309,914,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_17.png,176336,
T12_13.png,apple,994,792,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_13.png,48227,
T12_38.png,apple,1200,826,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_38.png,21772,
T12_10.png,apple,1010,752,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_10.png,68654,
T12_11.png,apple,1010,677,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_11.png,48196,
T12_39.png,apple,2376,7300,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_39.png,2912578,
T12_3.png,apple,1171,819,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_3.png,690219,
T12_1.png,apple,1171,819,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_1.png,76732,
T12_0.png,apple,1171,819,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_0.png,701653,
T12_4.png,apple,1171,819,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_4.png,195889,
T12_5.png,apple,1346,669,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_5.png,41269,
T12_7.png,apple,980,666,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_7.png,249354,
T12_6.png,apple,959,607,3,.png,VisualPhish/VisualPhish/phishing/apple/T12_6.png,45197,
T138_8.png,usaa,1011,2126,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_8.png,1219742,
T138_9.png,usaa,1011,2258,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_9.png,1362584,
T138_2.png,usaa,970,1155,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_2.png,66718,
T138_10.png,usaa,1118,917,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_10.png,69848,
T138_1.png,usaa,1011,2126,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_1.png,966794,
T138_0.png,usaa,1011,2126,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_0.png,870769,
T138_4.png,usaa,1011,2126,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_4.png,791500,
T138_5.png,usaa,1011,2208,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_5.png,935935,
T138_7.png,usaa,1011,2232,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_7.png,661988,
T138_6.png,usaa,1011,1321,3,.png,VisualPhish/VisualPhish/phishing/usaa/T138_6.png,101539,
T114_0.png,shoptet,1171,819,3,.png,VisualPhish/VisualPhish/phishing/shoptet/T114_0.png,885603,
T129_0.png,taxact,1171,819,3,.png,VisualPhish/VisualPhish/phishing/taxact/T129_0.png,830225,
T132_0.png,test_rite,1188,819,3,.png,VisualPhish/VisualPhish/phishing/test_rite/T132_0.png,822714,
T100_0.png,nordea,959,629,3,.png,VisualPhish/VisualPhish/phishing/nordea/T100_0.png,91092,
T104_0.png,orange_rockland,1171,819,3,.png,VisualPhish/VisualPhish/phishing/orange_rockland/T104_0.png,52702,
T136_2.png,twitter,1171,819,3,.png,VisualPhish/VisualPhish/phishing/twitter/T136_2.png,19784,
T136_1.png,twitter,1188,826,3,.png,VisualPhish/VisualPhish/phishing/twitter/T136_1.png,26623,
T136_0.png,twitter,1200,826,3,.png,VisualPhish/VisualPhish/phishing/twitter/T136_0.png,41279,
T62_0.png,fnac,1349,1286,3,.png,VisualPhish/VisualPhish/phishing/fnac/T62_0.png,43406,
T37_0.png,cathay_bank,1171,819,3,.png,VisualPhish/VisualPhish/phishing/cathay_bank/T37_0.png,902091,
T18_0.png,banco_de_occidente,1171,819,3,.png,VisualPhish/VisualPhish/phishing/banco_de_occidente/T18_0.png,788126,
T70_0.png,htb,1171,819,3,.png,VisualPhish/VisualPhish/phishing/htb/T70_0.png,393732,
T115_0.png,sicil_shop,1171,819,3,.png,VisualPhish/VisualPhish/phishing/sicil_shop/T115_0.png,467391,
T109_0.jpg,postbank,1287,1262,3,.jpg,VisualPhish/VisualPhish/phishing/postbank/T109_0.jpg,118573,
T31_0.png,bradesco,1366,1154,3,.png,VisualPhish/VisualPhish/phishing/bradesco/T31_0.png,844450,
T31_1.png,bradesco,985,628,3,.png,VisualPhish/VisualPhish/phishing/bradesco/T31_1.png,164630,
T68_0.png,hfe,1171,819,3,.png,VisualPhish/VisualPhish/phishing/hfe/T68_0.png,1503511,
T8_2.png,ameli_fr,1171,819,3,.png,VisualPhish/VisualPhish/phishing/ameli_fr/T8_2.png,43471,
T8_1.png,ameli_fr,1188,819,3,.png,VisualPhish/VisualPhish/phishing/ameli_fr/T8_1.png,130237,
T8_0.jpg,ameli_fr,1024,1088,3,.jpg,VisualPhish/VisualPhish/phishing/ameli_fr/T8_0.jpg,95435,
T125_1.png,summit_bank,1188,708,3,.png,VisualPhish/VisualPhish/phishing/summit_bank/T125_1.png,445000,
T125_0.png,summit_bank,1188,708,3,.png,VisualPhish/VisualPhish/phishing/summit_bank/T125_0.png,448417,
T13_0.png,arnet_tech,1171,819,3,.png,VisualPhish/VisualPhish/phishing/arnet_tech/T13_0.png,1093745,
T134_0.png,tradekey,967,569,3,.png,VisualPhish/VisualPhish/phishing/tradekey/T134_0.png,144993,
T134_1.png,tradekey,1188,359,3,.png,VisualPhish/VisualPhish/phishing/tradekey/T134_1.png,21818,
T39_13.png,chase,1305,750,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_13.png,265938,
T39_10.png,chase,990,648,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_10.png,111461,
T39_38.png,chase,1414,1028,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_38.png,290319,
T39_15.png,chase,1311,1587,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_15.png,861940,
T39_6.png,chase,1188,819,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_6.png,109699,
T39_7.png,chase,1188,690,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_7.png,129795,
T39_5.png,chase,1184,684,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_5.png,30973,
T39_4.png,chase,1171,1855,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_4.png,39374,
T39_1.png,chase,1349,829,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_1.png,1198852,
T39_9.png,chase,1171,861,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_9.png,141912,
T39_8.png,chase,1171,835,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_8.png,39057,
T39_33.png,chase,959,907,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_33.png,107313,
T39_31.png,chase,1903,2125,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_31.png,605683,
T39_25.png,chase,1280,960,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_25.png,1302545,
T39_19.png,chase,1903,1380,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_19.png,329287,
T39_24.png,chase,1251,855,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_24.png,102778,
T39_30.png,chase,1903,921,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_30.png,215867,
T39_34.png,chase,1305,750,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_34.png,265938,
T39_20.png,chase,1251,855,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_20.png,1617574,
T39_21.png,chase,1280,960,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_21.png,446281,
T39_35.png,chase,1280,960,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_35.png,33200,
T39_23.png,chase,1280,960,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_23.png,1999334,
T39_22.png,chase,1280,960,3,.png,VisualPhish/VisualPhish/phishing/chase/T39_22.png,2385412,
T39_12.jpg,chase,1055,768,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_12.jpg,58947,
T39_39.jpg,chase,1148,768,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_39.jpg,74041,
T39_11.jpg,chase,1354,1004,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_11.jpg,247262,
T39_29.jpg,chase,1349,768,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_29.jpg,43278,
T39_14.jpg,chase,1024,1144,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_14.jpg,145521,
T39_28.jpg,chase,1160,727,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_28.jpg,106823,
T39_16.jpg,chase,1416,1402,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_16.jpg,224183,
T39_17.jpg,chase,1349,768,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_17.jpg,70581,
T39_0.jpg,chase,1015,957,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_0.jpg,114898,
T39_2.jpg,chase,1024,1681,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_2.jpg,80285,
T39_32.jpg,chase,1024,768,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_32.jpg,61392,
T39_26.jpg,chase,1182,1384,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_26.jpg,106040,
T39_27.jpg,chase,1349,974,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_27.jpg,317855,
T39_18.jpg,chase,1646,1132,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_18.jpg,343426,
T39_37.jpg,chase,1350,1141,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_37.jpg,118656,
T39_36.jpg,chase,1354,1359,3,.jpg,VisualPhish/VisualPhish/phishing/chase/T39_36.jpg,910246,
T58_0.png,etrade,1171,802,3,.png,VisualPhish/VisualPhish/phishing/etrade/T58_0.png,43192,
T122_2.png,steam,1171,819,3,.png,VisualPhish/VisualPhish/phishing/steam/T122_2.png,136368,
T122_3.png,steam,1188,814,3,.png,VisualPhish/VisualPhish/phishing/steam/T122_3.png,305755,
T122_1.png,steam,1171,819,3,.png,VisualPhish/VisualPhish/phishing/steam/T122_1.png,42719,
T122_0.png,steam,1188,819,3,.png,VisualPhish/VisualPhish/phishing/steam/T122_0.png,59559,
T110_0.png,qnb,1188,546,3,.png,VisualPhish/VisualPhish/phishing/qnb/T110_0.png,41782,
T73_3.png,impots_gov,1171,1093,3,.png,VisualPhish/VisualPhish/phishing/impots_gov/T73_3.png,210055,
T73_2.png,impots_gov,1349,1076,3,.png,VisualPhish/VisualPhish/phishing/impots_gov/T73_2.png,208058,
T73_1.png,impots_gov,1349,1076,3,.png,VisualPhish/VisualPhish/phishing/impots_gov/T73_1.png,229278,
T73_5.png,impots_gov,1171,1093,3,.png,VisualPhish/VisualPhish/phishing/impots_gov/T73_5.png,223897,
T73_4.png,impots_gov,1171,1093,3,.png,VisualPhish/VisualPhish/phishing/impots_gov/T73_4.png,210017,
T73_0.jpg,impots_gov,1024,809,3,.jpg,VisualPhish/VisualPhish/phishing/impots_gov/T73_0.jpg,67550,
T3_0.png,airbnb,1171,819,3,.png,VisualPhish/VisualPhish/phishing/airbnb/T3_0.png,1564513,
T5_0.png,aliexpress,1188,819,3,.png,VisualPhish/VisualPhish/phishing/aliexpress/T5_0.png,38159,
T7_22.png,amazon,1894,1012,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_22.png,40318,
T7_21.png,amazon,1280,960,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_21.png,22597,
T7_20.png,amazon,1280,960,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_20.png,22148,
T7_8.png,amazon,959,491,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_8.png,38673,
T7_24.png,amazon,1537,785,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_24.png,43988,
T7_18.png,amazon,1251,855,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_18.png,46427,
T7_19.png,amazon,1936,1013,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_19.png,32412,
T7_25.png,amazon,2376,1652,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_25.png,1256679,
T7_9.png,amazon,1188,625,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_9.png,32793,
T7_7.png,amazon,1171,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_7.png,295097,
T7_17.png,amazon,1268,1178,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_17.png,92265,
T7_16.png,amazon,1255,848,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_16.png,23803,
T7_6.png,amazon,1171,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_6.png,516111,
T7_4.png,amazon,1171,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_4.png,713810,
T7_14.png,amazon,1898,928,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_14.png,112361,
T7_15.png,amazon,1251,855,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_15.png,499971,
T7_5.png,amazon,1188,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_5.png,22800,
T7_1.png,amazon,1188,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_1.png,22408,
T7_11.png,amazon,1895,975,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_11.png,213380,
T7_10.png,amazon,1897,1008,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_10.png,132255,
T7_2.png,amazon,1188,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_2.png,22408,
T7_12.png,amazon,1919,1014,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_12.png,202111,
T7_13.png,amazon,1251,855,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_13.png,46251,
T7_3.png,amazon,1188,819,3,.png,VisualPhish/VisualPhish/phishing/amazon/T7_3.png,17971,
T7_23.jpg,amazon,1024,768,3,.jpg,VisualPhish/VisualPhish/phishing/amazon/T7_23.jpg,26023,
T7_0.jpg,amazon,1024,768,3,.jpg,VisualPhish/VisualPhish/phishing/amazon/T7_0.jpg,32958,
T80_0.png,la_poste,1188,819,3,.png,VisualPhish/VisualPhish/phishing/la_poste/T80_0.png,160796,
T133_0.png,timeweb,1171,819,3,.png,VisualPhish/VisualPhish/phishing/timeweb/T133_0.png,314834,
T81_0.png,latam,1349,779,3,.png,VisualPhish/VisualPhish/phishing/latam/T81_0.png,36761,
