file,vp_class,vp_distance,vp_target,closest_file,true_class,true_target
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_10.png,1,33.159912109375,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_15.png,1,30.68476104736328,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_26.png,1,49.13312911987305,absa,[0.]/T0_45.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_30.png,1,36.27592468261719,absa,[0.]/T0_45.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_33.png,1,34.87698745727539,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_39.png,1,38.42054748535156,adobe,[2.]/T2_12.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_40.png,1,37.09548568725586,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_49.png,1,38.530643463134766,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_50.png,1,32.96717834472656,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_51.png,1,37.81520080566406,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_56.png,1,28.6781005859375,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_59.png,1,34.83489227294922,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_61.png,1,34.648345947265625,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/absa/T0_8.png,1,34.61911392211914,paschoalotto,[107.]/T107_16_aug4.png,0,benign
/home/phish-target-recognition/data_splits/visualphish/visualphish/data/test/trusted_list/adidas/T1_1.png,1,22.977710723876953,paschoalotto,[107.]/T107_16_aug4.png,0,benign
