Timestamp | Target | Class | Original File | Augmented File | Parameters
--------------------------------------------------------------------------------
2025-08-30 22:50:02 | Office365 | benign | T33_0.png | T33_0_aug1.png | blur kernel=7
2025-08-30 22:50:02 | Office365 | benign | T33_0.png | T33_0_aug2.png | brightness factor=0.68
2025-08-30 22:50:03 | Office365 | benign | T33_0.png | T33_0_aug3.png | blur kernel=11
2025-08-30 22:50:03 | Office365 | benign | T33_0.png | T33_0_aug4.png | blur kernel=3
2025-08-30 22:50:03 | Office365 | benign | T33_0.png | T33_0_aug5.png | brightness factor=0.80
2025-08-30 22:50:04 | Office365 | benign | T33_0.png | T33_0_aug6.png | brightness factor=1.43
2025-08-30 22:50:04 | Office365 | benign | T33_0.png | T33_0_aug7.png | brightness factor=1.08
2025-08-30 22:50:04 | Office365 | benign | T33_0.png | T33_0_aug8.png | blur kernel=5
2025-08-30 22:50:04 | Office365 | benign | T33_0.png | T33_0_aug9.png | shift translate=0.08
2025-08-30 22:50:05 | Office365 | benign | T33_0.png | T33_0_aug10.png | shift translate=0.06
2025-08-30 22:50:05 | Office365 | benign | T33_0.png | T33_0_aug11.png | blur kernel=7
2025-08-30 22:50:05 | Office365 | benign | T33_0.png | T33_0_aug12.png | shift translate=0.13
2025-08-30 22:50:06 | Office365 | benign | T33_0.png | T33_0_aug13.png | blur kernel=9
2025-08-30 22:50:06 | Office365 | benign | T33_0.png | T33_0_aug14.png | shift translate=0.13
2025-08-30 22:50:06 | Office365 | benign | T33_0.png | T33_0_aug15.png | brightness factor=1.42
2025-08-30 22:50:06 | Office365 | benign | T33_0.png | T33_0_aug16.png | brightness factor=1.50
2025-08-30 22:50:07 | Office365 | benign | T33_0.png | T33_0_aug17.png | brightness factor=1.63
2025-08-30 22:50:07 | Office365 | benign | T33_0.png | T33_0_aug18.png | shift translate=0.10
2025-08-30 22:50:07 | Office365 | benign | T33_0.png | T33_0_aug19.png | brightness factor=0.98
2025-08-30 22:50:07 | Office365 | benign | T33_0.png | T33_0_aug20.png | shift translate=0.12
2025-08-30 22:50:08 | Office365 | benign | T33_0.png | T33_0_aug21.png | brightness factor=1.19
2025-08-30 22:50:08 | Office365 | benign | T33_0.png | T33_0_aug22.png | brightness factor=1.10
2025-08-30 22:50:08 | Office365 | benign | T33_0.png | T33_0_aug23.png | brightness factor=1.39
2025-08-30 22:50:08 | Office365 | benign | T33_0.png | T33_0_aug24.png | brightness factor=1.57
2025-08-30 22:50:10 | ADP | benign | T1_0.png | T1_0_aug1.png | noise std=0.021
2025-08-30 22:50:10 | ADP | benign | T1_0.png | T1_0_aug2.png | shift translate=0.07
2025-08-30 22:50:11 | ADP | benign | T1_0.png | T1_0_aug3.png | noise std=0.045
2025-08-30 22:50:11 | ADP | benign | T1_0.png | T1_0_aug4.png | brightness factor=0.84
2025-08-30 22:50:12 | ADP | benign | T1_0.png | T1_0_aug5.png | shift translate=0.12
2025-08-30 22:50:13 | ADP | benign | T1_0.png | T1_0_aug6.png | noise std=0.024
2025-08-30 22:50:14 | ADP | benign | T1_0.png | T1_0_aug7.png | noise std=0.014
2025-08-30 22:50:15 | ADP | benign | T1_0.png | T1_0_aug8.png | blur kernel=5
2025-08-30 22:50:16 | ADP | benign | T1_0.png | T1_0_aug9.png | noise std=0.034
2025-08-30 22:50:17 | ADP | benign | T1_0.png | T1_0_aug10.png | noise std=0.034
2025-08-30 22:50:17 | ADP | benign | T1_0.png | T1_0_aug11.png | shift translate=0.15
2025-08-30 22:50:18 | ADP | benign | T1_0.png | T1_0_aug12.png | blur kernel=11
2025-08-30 22:50:18 | ADP | benign | T1_0.png | T1_0_aug13.png | shift translate=0.06
2025-08-30 22:50:18 | ADP | benign | T1_0.png | T1_0_aug14.png | brightness factor=1.09
2025-08-30 22:50:18 | ADP | benign | T1_0.png | T1_0_aug15.png | brightness factor=1.16
2025-08-30 22:50:19 | ADP | benign | T1_0.png | T1_0_aug16.png | shift translate=0.13
2025-08-30 22:50:19 | ADP | benign | T1_0.png | T1_0_aug17.png | brightness factor=0.99
2025-08-30 22:50:20 | ADP | benign | T1_0.png | T1_0_aug18.png | blur kernel=11
2025-08-30 22:50:21 | ADP | benign | T1_0.png | T1_0_aug19.png | noise std=0.011
2025-08-30 22:50:21 | ADP | benign | T1_0.png | T1_0_aug20.png | shift translate=0.07
2025-08-30 22:50:22 | ADP | benign | T1_0.png | T1_0_aug21.png | blur kernel=3
2025-08-30 22:50:22 | ADP | benign | T1_0.png | T1_0_aug22.png | blur kernel=11
2025-08-30 22:50:23 | ADP | benign | T1_0.png | T1_0_aug23.png | brightness factor=1.36
2025-08-30 22:50:23 | ADP | benign | T1_0.png | T1_0_aug24.png | shift translate=0.10
2025-08-30 22:50:23 | capital_one | benign | T51_0.png | T51_0_aug1.png | brightness factor=1.71
2025-08-30 22:50:23 | capital_one | benign | T51_0.png | T51_0_aug2.png | shift translate=0.09
2025-08-30 22:50:24 | capital_one | benign | T51_0.png | T51_0_aug3.png | noise std=0.046
2025-08-30 22:50:24 | capital_one | benign | T51_0.png | T51_0_aug4.png | blur kernel=5
2025-08-30 22:50:24 | capital_one | benign | T51_0.png | T51_0_aug5.png | blur kernel=7
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug6.png | brightness factor=1.26
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug7.png | blur kernel=3
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug8.png | blur kernel=3
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug9.png | blur kernel=11
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug10.png | shift translate=0.12
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug11.png | brightness factor=1.44
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug12.png | brightness factor=1.52
2025-08-30 22:50:25 | capital_one | benign | T51_0.png | T51_0_aug13.png | brightness factor=0.62
2025-08-30 22:50:26 | capital_one | benign | T51_0.png | T51_0_aug14.png | shift translate=0.09
2025-08-30 22:50:26 | capital_one | benign | T51_0.png | T51_0_aug15.png | blur kernel=3
2025-08-30 22:50:26 | capital_one | benign | T51_0.png | T51_0_aug16.png | noise std=0.039
2025-08-30 22:50:26 | capital_one | benign | T51_0.png | T51_0_aug17.png | brightness factor=0.75
2025-08-30 22:50:26 | capital_one | benign | T51_0.png | T51_0_aug18.png | brightness factor=1.05
2025-08-30 22:50:27 | capital_one | benign | T51_0.png | T51_0_aug19.png | noise std=0.020
2025-08-30 22:50:27 | capital_one | benign | T51_0.png | T51_0_aug20.png | noise std=0.042
2025-08-30 22:50:28 | capital_one | benign | T51_0.png | T51_0_aug21.png | blur kernel=11
2025-08-30 22:50:28 | capital_one | benign | T51_0.png | T51_0_aug22.png | blur kernel=5
2025-08-30 22:50:28 | capital_one | benign | T51_0.png | T51_0_aug23.png | noise std=0.029
2025-08-30 22:50:29 | capital_one | benign | T51_0.png | T51_0_aug24.png | noise std=0.046
2025-08-30 22:50:29 | Match | benign | T27_1.png | T27_1_aug1.png | noise std=0.010
2025-08-30 22:50:30 | Match | benign | T27_0.png | T27_0_aug2.png | shift translate=0.14
2025-08-30 22:50:30 | Match | benign | T27_0.png | T27_0_aug3.png | shift translate=0.09
2025-08-30 22:50:31 | Match | benign | T27_2.png | T27_2_aug4.png | noise std=0.016
2025-08-30 22:50:31 | Match | benign | T27_0.png | T27_0_aug5.png | brightness factor=1.76
2025-08-30 22:50:31 | Match | benign | T27_2.png | T27_2_aug6.png | blur kernel=7
2025-08-30 22:50:31 | Match | benign | T27_1.png | T27_1_aug7.png | blur kernel=11
2025-08-30 22:50:31 | Match | benign | T27_0.png | T27_0_aug8.png | brightness factor=0.57
2025-08-30 22:50:32 | Match | benign | T27_2.png | T27_2_aug9.png | blur kernel=5
2025-08-30 22:50:32 | Match | benign | T27_1.png | T27_1_aug10.png | blur kernel=5
2025-08-30 22:50:32 | Match | benign | T27_0.png | T27_0_aug11.png | blur kernel=11
2025-08-30 22:50:32 | Match | benign | T27_1.png | T27_1_aug12.png | blur kernel=11
2025-08-30 22:50:33 | Match | benign | T27_1.png | T27_1_aug13.png | noise std=0.036
2025-08-30 22:50:33 | Match | benign | T27_2.png | T27_2_aug14.png | shift translate=0.14
2025-08-30 22:50:33 | Match | benign | T27_1.png | T27_1_aug15.png | shift translate=0.07
2025-08-30 22:50:34 | Match | benign | T27_0.png | T27_0_aug16.png | brightness factor=1.37
2025-08-30 22:50:34 | Match | benign | T27_0.png | T27_0_aug17.png | noise std=0.023
2025-08-30 22:50:34 | Match | benign | T27_1.png | T27_1_aug18.png | blur kernel=9
2025-08-30 22:50:34 | Match | benign | T27_2.png | T27_2_aug19.png | blur kernel=3
2025-08-30 22:50:34 | Match | benign | T27_2.png | T27_2_aug20.png | brightness factor=1.16
2025-08-30 22:50:35 | Match | benign | T27_1.png | T27_1_aug21.png | shift translate=0.14
2025-08-30 22:50:35 | Match | benign | T27_1.png | T27_1_aug22.png | shift translate=0.08
2025-08-30 22:50:35 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug1.png | shift translate=0.11
2025-08-30 22:50:35 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug2.png | shift translate=0.14
2025-08-30 22:50:35 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug3.png | brightness factor=0.84
2025-08-30 22:50:35 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug4.png | brightness factor=0.85
2025-08-30 22:50:35 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug5.png | shift translate=0.07
2025-08-30 22:50:36 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug6.png | noise std=0.020
2025-08-30 22:50:36 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug7.png | blur kernel=9
2025-08-30 22:50:36 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug8.png | blur kernel=3
2025-08-30 22:50:36 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug9.png | brightness factor=1.33
2025-08-30 22:50:36 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug10.png | brightness factor=1.46
2025-08-30 22:50:36 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug11.png | blur kernel=3
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug12.png | brightness factor=1.21
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug13.png | brightness factor=1.06
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug14.png | shift translate=0.09
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug15.png | shift translate=0.07
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug16.png | blur kernel=7
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug17.png | brightness factor=1.70
2025-08-30 22:50:37 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug18.png | brightness factor=1.77
2025-08-30 22:50:38 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug19.png | noise std=0.011
2025-08-30 22:50:38 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug20.png | noise std=0.042
2025-08-30 22:50:38 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug21.png | shift translate=0.07
2025-08-30 22:50:39 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug22.png | noise std=0.045
2025-08-30 22:50:39 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug23.png | brightness factor=0.76
2025-08-30 22:50:39 | Navy Federal Credit Union | benign | T31_0.png | T31_0_aug24.png | shift translate=0.08
2025-08-30 22:50:39 | Amazon | benign | T6_9.png | T6_9_aug1.png | brightness factor=0.53
2025-08-30 22:50:39 | Amazon | benign | T6_9.png | T6_9_aug2.png | noise std=0.023
2025-08-30 22:50:40 | Amazon | benign | T6_4.png | T6_4_aug3.png | shift translate=0.09
2025-08-30 22:50:42 | Amazon | benign | T6_1.png | T6_1_aug4.png | noise std=0.037
2025-08-30 22:50:43 | Amazon | benign | T6_1.png | T6_1_aug5.png | shift translate=0.14
2025-08-30 22:50:43 | Amazon | benign | T6_4.png | T6_4_aug6.png | shift translate=0.07
2025-08-30 22:50:43 | Amazon | benign | T6_5.png | T6_5_aug7.png | blur kernel=3
2025-08-30 22:50:45 | Amazon | benign | T6_2.png | T6_2_aug8.png | noise std=0.024
